Survived	Age	Sex	Class
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Male	Crew
Dead	Adult	Female	First
Dead	Adult	Female	First
Dead	Adult	Female	First
Dead	Adult	Female	First
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Second
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Third
Dead	Adult	Female	Crew
Dead	Adult	Female	Crew
Dead	Adult	Female	Crew
Alive	Child	Male	First
Alive	Child	Male	First
Alive	Child	Male	First
Alive	Child	Male	First
Alive	Child	Male	First
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Second
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Male	Third
Alive	Child	Female	First
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Second
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Child	Female	Third
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	First
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Second
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Third
Alive	Adult	Male	Crew
Alive	Adult	Male	Crew
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	First
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Second
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
Alive	Adult	Female	Third
